Gene ID;source_id;Product Description;Chromosome;Genomic Location (Gene);Gene Name or Symbol;gene_source_id
PF3D7_0321100;PF3D7_0321100.1;conserved Plasmodium protein, unknown function;3;Pf3D7_03_v3:879,959..885,493(-);null;PF3D7_0321100
PF3D7_0321700;PF3D7_0321700.1;conserved Plasmodium protein, unknown function;3;Pf3D7_03_v3:903,764..910,118(-);null;PF3D7_0321700
PF3D7_0321800;PF3D7_0321800.1;WD repeat-containing protein, putative;3;Pf3D7_03_v3:912,916..921,036(+);null;PF3D7_0321800
PF3D7_0322400;PF3D7_0322400.1;regulator of initiation factor 2 (eIF2);3;Pf3D7_03_v3:942,545..945,301(+);null;PF3D7_0322400
PF3D7_0322500;PF3D7_0322500.1;iron-sulfur assembly protein, putative;3;Pf3D7_03_v3:945,537..946,751(-);IscA2;PF3D7_0322500
PF3D7_0322900;PF3D7_0322900.1;40S ribosomal protein S3A, putative;3;Pf3D7_03_v3:965,553..966,502(-);RPS3A;PF3D7_0322900
PF3D7_0323000;PF3D7_0323000.1;translation machinery-associated protein 7, putative;3;Pf3D7_03_v3:968,675..969,202(-);TMA7;PF3D7_0323000
PF3D7_0323300;PF3D7_0323300.1;conserved protein, unknown function;3;Pf3D7_03_v3:978,970..980,271(+);null;PF3D7_0323300
PF3D7_0323600;PF3D7_0323600.1;conserved Plasmodium protein, unknown function;3;Pf3D7_03_v3:988,631..990,882(+);null;PF3D7_0323600
PF3D7_0323700;PF3D7_0323700.1;U4/U6.U5 tri-snRNP-associated protein 1, putative;3;Pf3D7_03_v3:991,544..993,625(-);SART1;PF3D7_0323700
PF3D7_0323800;PF3D7_0323800.1;conserved Plasmodium protein, unknown function;3;Pf3D7_03_v3:998,649..1,001,582(+);null;PF3D7_0323800
PF3D7_0324000;PF3D7_0324000.1;exported protein family 1;3;Pf3D7_03_v3:1,005,952..1,006,800(+);EPF1;PF3D7_0324000
PF3D7_0324100;PF3D7_0324100.1;Pfmc-2TM Maurer's cleft two transmembrane protein;3;Pf3D7_03_v3:1,007,413..1,008,202(-);MC-2TM;PF3D7_0324100
PF3D7_0324200;PF3D7_0324200.1;exported protein family 3;3;Pf3D7_03_v3:1,010,342..1,011,140(-);EPF3;PF3D7_0324200
PF3D7_0324500;PF3D7_0324500.1;rifin;3;Pf3D7_03_v3:1,018,874..1,019,973(+);RIF;PF3D7_0324500
PF3D7_0401500;PF3D7_0401500.1;stevor, pseudogene;4;Pf3D7_04_v3:89,153..90,184(+);null;PF3D7_0401500
PF3D7_0402000;PF3D7_0402000.1;Plasmodium exported protein (PHISTa), unknown function;4;Pf3D7_04_v3:114,601..116,058(-);null;PF3D7_0402000
PF3D7_0402300;PF3D7_0402300.1;reticulocyte binding protein homologue 1;4;Pf3D7_04_v3:137,640..146,653(+);RH1;PF3D7_0402300
PF3D7_0402400;PF3D7_0402400.1;Plasmodium exported protein, unknown function;4;Pf3D7_04_v3:147,490..148,380(-);GEXP18;PF3D7_0402400
PF3D7_0402500;PF3D7_0402500.1;rifin, pseudogene;4;Pf3D7_04_v3:155,877..156,984(+);RIF;PF3D7_0402500
PF3D7_0402700;PF3D7_0402700.1;rifin, pseudogene;4;Pf3D7_04_v3:162,511..163,724(-);RIF;PF3D7_0402700
PF3D7_0403200;PF3D7_0403200.1;pre-mRNA splicing factor, putative;4;Pf3D7_04_v3:178,518..180,200(+);null;PF3D7_0403200
PF3D7_0403600;PF3D7_0403600.1;conserved Plasmodium protein, unknown function;4;Pf3D7_04_v3:197,846..201,208(-);null;PF3D7_0403600
PF3D7_0404200;PF3D7_0404200.1;conserved Plasmodium protein, unknown function;4;Pf3D7_04_v3:232,595..233,249(-);null;PF3D7_0404200
PF3D7_0404300;PF3D7_0404300.1;conserved Plasmodium protein, unknown function;4;Pf3D7_04_v3:234,014..237,013(-);null;PF3D7_0404300
PF3D7_0404600;PF3D7_0404600.1;conserved Plasmodium membrane protein, unknown function;4;Pf3D7_04_v3:247,731..260,147(+);null;PF3D7_0404600
PF3D7_0405100;PF3D7_0405100.1;protein transport protein Sec24B, putative;4;Pf3D7_04_v3:272,255..276,824(-);SEC24B;PF3D7_0405100
PF3D7_0405200;PF3D7_0405200.1;ag-1 blood stage membrane protein homologue;4;Pf3D7_04_v3:279,072..281,983(+);MAg-1;PF3D7_0405200
PF3D7_0405600;PF3D7_0405600.1;TMEM33 domain-containing protein, putative;4;Pf3D7_04_v3:303,329..305,343(+);null;PF3D7_0405600
PF3D7_0407400;PF3D7_0407400.1;conserved Plasmodium protein, unknown function;4;Pf3D7_04_v3:367,845..368,153(-);null;PF3D7_0407400
PF3D7_0407500;PF3D7_0407500.1;mitochondrial carrier protein, putative;4;Pf3D7_04_v3:369,885..371,270(+);null;PF3D7_0407500
PF3D7_0407700;PF3D7_0407700.1;conserved Plasmodium protein, unknown function;4;Pf3D7_04_v3:377,481..383,087(-);null;PF3D7_0407700
PF3D7_0408600;PF3D7_0408600.1;sporozoite invasion-associated protein 1;4;Pf3D7_04_v3:413,403..416,357(+);SIAP1;PF3D7_0408600
PF3D7_0409900;PF3D7_0409900.1;actin-like protein, putative;4;Pf3D7_04_v3:461,991..463,957(-);ALP5b;PF3D7_0409900
PF3D7_0410000;PF3D7_0410000.1;erythrocyte vesicle protein 1;4;Pf3D7_04_v3:464,732..467,339(-);EVP1;PF3D7_0410000
PF3D7_0410500;PF3D7_0410500.1;conserved Plasmodium protein, unknown function;4;Pf3D7_04_v3:475,944..476,585(-);null;PF3D7_0410500
PF3D7_0410600;PF3D7_0410600.1;conserved protein, unknown function;4;Pf3D7_04_v3:479,028..480,468(+);null;PF3D7_0410600
PF3D7_0411800;PF3D7_0411800.1;conserved Plasmodium protein, unknown function;4;Pf3D7_04_v3:519,832..525,618(-);null;PF3D7_0411800
PF3D7_0412000;PF3D7_0412000.1;LITAF-like zinc finger protein, putative;4;Pf3D7_04_v3:536,774..539,110(+);null;PF3D7_0412000
PF3D7_0412200;PF3D7_0412200.1;conserved Plasmodium protein, unknown function;4;Pf3D7_04_v3:541,811..542,809(-);null;PF3D7_0412200
PF3D7_0412300;PF3D7_0412300.1;phosphopantothenoylcysteine synthetase, putative;4;Pf3D7_04_v3:543,625..545,247(+);null;PF3D7_0412300
PF3D7_0412600;PF3D7_0412600.1;rifin, pseudogene;4;Pf3D7_04_v3:559,387..560,638(-);RIF;PF3D7_0412600
PF3D7_0413700;PF3D7_0413700.1;lysine decarboxylase-like protein, putative;4;Pf3D7_04_v3:619,786..620,802(-);null;PF3D7_0413700
PF3D7_0413800;PF3D7_0413800.1;50S ribosomal protein L10, putative;4;Pf3D7_04_v3:622,094..622,936(+);null;PF3D7_0413800
PF3D7_0414900;PF3D7_0414900.1;armadillo-domain containing rhoptry protein;4;Pf3D7_04_v3:665,973..668,147(+);ARO;PF3D7_0414900
PF3D7_0415200;PF3D7_0415200.1;conserved Plasmodium protein, unknown function;4;Pf3D7_04_v3:672,500..679,138(-);null;PF3D7_0415200
PF3D7_0415800;PF3D7_0415800.1;RING zinc finger protein, putative;4;Pf3D7_04_v3:693,906..696,533(+);null;PF3D7_0415800
PF3D7_0416200;PF3D7_0416200.1;conserved protein, unknown function;4;Pf3D7_04_v3:709,460..710,083(-);null;PF3D7_0416200
PF3D7_0416500;PF3D7_0416500.1;repressor of RNA polymerase III transcription MAF1;4;Pf3D7_04_v3:723,073..724,242(-);1 MAF;PF3D7_0416500
PF3D7_0416600;PF3D7_0416600.1;prohibitin-like protein PHBL, putative;4;Pf3D7_04_v3:726,265..727,128(+);PHBL;PF3D7_0416600
PF3D7_0417300;PF3D7_0417300.1;LETM1-like protein, putative;4;Pf3D7_04_v3:750,860..753,712(-);null;PF3D7_0417300
PF3D7_0418100;PF3D7_0418100.1;protein SOC1, putative;4;Pf3D7_04_v3:810,995..814,642(-);SOC1;PF3D7_0418100
PF3D7_0418200;PF3D7_0418200.1;eukaryotic translation initiation factor 3 subunit M, putative;4;Pf3D7_04_v3:817,400..818,689(+);EIF3M;PF3D7_0418200
PF3D7_0418300;PF3D7_0418300.1;conserved Plasmodium protein, unknown function;4;Pf3D7_04_v3:819,362..822,340(-);null;PF3D7_0418300
PF3D7_0419200;PF3D7_0419200.1;protein transport protein GOT1, putative;4;Pf3D7_04_v3:854,879..855,289(+);GOT1;PF3D7_0419200
PF3D7_0419300;PF3D7_0419300.1;conserved Plasmodium protein, unknown function;4;Pf3D7_04_v3:855,898..857,049(-);null;PF3D7_0419300
PF3D7_0419400;PF3D7_0419400.1;conserved Plasmodium protein, unknown function;4;Pf3D7_04_v3:857,998..865,957(+);null;PF3D7_0419400
PF3D7_0419600;PF3D7_0419600.1;ran-specific GTPase-activating protein 1, putative;4;Pf3D7_04_v3:870,737..871,873(+);RANBP1;PF3D7_0419600
PF3D7_0419800;PF3D7_0419800.1;60S ribosomal protein L7ae/L30e, putative;4;Pf3D7_04_v3:874,811..875,521(-);null;PF3D7_0419800
PF3D7_0420000;PF3D7_0420000.1;zinc finger protein, putative;4;Pf3D7_04_v3:894,612..904,724(-);null;PF3D7_0420000
PF3D7_0420500;PF3D7_0420500.1;conserved Plasmodium protein, unknown function;4;Pf3D7_04_v3:930,404..931,608(-);null;PF3D7_0420500
PF3D7_0421500;PF3D7_0421500.1;rifin, pseudogene;4;Pf3D7_04_v3:981,823..982,990(-);RIF;PF3D7_0421500
PF3D7_0421600;PF3D7_0421600.1;erythrocyte membrane protein 1 (PfEMP1)-like pseudogene;4;Pf3D7_04_v3:986,135..987,447(+);VAR;PF3D7_0421600
PF3D7_0421900;PF3D7_0421900.1;conserved Plasmodium protein, unknown function;4;Pf3D7_04_v3:997,240..997,455(+);null;PF3D7_0421900
PF3D7_0422100;PF3D7_0422100.1;transmembrane emp24 domain-containing protein, putative;4;Pf3D7_04_v3:1,001,613..1,002,770(+);null;PF3D7_0422100
PF3D7_0422400;PF3D7_0422400.1;40S ribosomal protein S19;4;Pf3D7_04_v3:1,026,648..1,027,399(+);RPS19;PF3D7_0422400
PF3D7_0422900;PF3D7_0422900.1;methyltransferase, putative;4;Pf3D7_04_v3:1,045,381..1,046,696(+);null;PF3D7_0422900
PF3D7_0423100;PF3D7_0423100.1;AP-4 complex subunit sigma, putative;4;Pf3D7_04_v3:1,049,270..1,049,894(-);null;PF3D7_0423100
PF3D7_0423500;PF3D7_0423500.1;glideosome associated protein with multiple membrane spans 2;4;Pf3D7_04_v3:1,058,997..1,060,551(+);GAPM2;PF3D7_0423500
PF3D7_0423600;PF3D7_0423600.1;conserved Plasmodium protein, unknown function;4;Pf3D7_04_v3:1,061,790..1,066,628(-);null;PF3D7_0423600
PF3D7_0423800;PF3D7_0423800.1;cysteine-rich protective antigen;4;Pf3D7_04_v3:1,076,347..1,077,534(+);CyRPA;PF3D7_0423800
PF3D7_0424100;PF3D7_0424100.1;reticulocyte binding protein homologue 5;4;Pf3D7_04_v3:1,082,363..1,084,150(-);RH5;PF3D7_0424100
PF3D7_0424300;PF3D7_0424300.1;erythrocyte binding antigen-165, pseudogene;4;Pf3D7_04_v3:1,093,138..1,097,835(+);EBA165;PF3D7_0424300
PF3D7_0424400;PF3D7_0424400.1;surface-associated interspersed protein 4.2 (SURFIN 4.2);4;Pf3D7_04_v3:1,099,811..1,107,111(+);SURF4.2;PF3D7_0424400
PF3D7_0424800;PF3D7_0424800.1;Plasmodium exported protein (PHISTb), unknown function;4;Pf3D7_04_v3:1,123,986..1,125,004(+);null;PF3D7_0424800
PF3D7_0424900;PF3D7_0424900.1;Plasmodium exported protein (PHISTa), unknown function;4;Pf3D7_04_v3:1,127,779..1,128,802(+);null;PF3D7_0424900
PF3D7_0425100;PF3D7_0425100.1;Plasmodium exported protein (hyp6), unknown function;4;Pf3D7_04_v3:1,134,415..1,135,175(-);null;PF3D7_0425100
PF3D7_0425600;PF3D7_0425600.1;rifin, pseudogene;4;Pf3D7_04_v3:1,149,274..1,150,188(+);RIF;PF3D7_0425600
PF3D7_0500300;PF3D7_0500300.1;rifin, pseudogene;5;Pf3D7_05_v3:29,776..30,963(-);RIF;PF3D7_0500300
PF3D7_0500600;PF3D7_0500600.1;stevor, pseudogene;5;Pf3D7_05_v3:39,443..40,488(-);null;PF3D7_0500600
PF3D7_0501200;PF3D7_0501200.1;parasite-infected erythrocyte surface protein;5;Pf3D7_05_v3:64,065..65,489(+);PIESP2;PF3D7_0501200
PF3D7_0501400;PF3D7_0501400.1;interspersed repeat antigen;5;Pf3D7_05_v3:74,509..79,842(+);FIRA;PF3D7_0501400
PF3D7_0501500;PF3D7_0501500.1;rhoptry-associated protein 3;5;Pf3D7_05_v3:81,134..82,336(-);RAP3;PF3D7_0501500
PF3D7_0501600;PF3D7_0501600.1;rhoptry-associated protein 2;5;Pf3D7_05_v3:84,041..85,237(-);RAP2;PF3D7_0501600
PF3D7_0501800;PF3D7_0501800.1;chromatin assembly factor 1 subunit A;5;Pf3D7_05_v3:91,361..94,591(+);CAF1;PF3D7_0501800
PF3D7_0501900;PF3D7_0501900.1;conserved protein, unknown function;5;Pf3D7_05_v3:95,161..96,633(-);null;PF3D7_0501900
PF3D7_0502000;PF3D7_0502000.1;vacuolar protein sorting-associated protein 11, putative;5;Pf3D7_05_v3:97,657..101,895(+);VPS11;PF3D7_0502000
PF3D7_0502100;PF3D7_0502100.1;HCNGP-like protein;5;Pf3D7_05_v3:102,193..102,897(-);null;PF3D7_0502100
PF3D7_0503000;PF3D7_0503000.1;50S ribosomal protein L28, apicoplast, putative;5;Pf3D7_05_v3:125,116..126,514(+);null;PF3D7_0503000
PF3D7_0503900;PF3D7_0503900.1;conserved Plasmodium protein, unknown function;5;Pf3D7_05_v3:153,889..156,057(-);null;PF3D7_0503900
PF3D7_0504100;PF3D7_0504100.1;AN1-type zinc finger protein, putative;5;Pf3D7_05_v3:165,650..166,642(-);null;PF3D7_0504100
PF3D7_0504300;PF3D7_0504300.1;conserved Plasmodium protein, unknown function;5;Pf3D7_05_v3:169,549..170,590(-);null;PF3D7_0504300
PF3D7_0504700;PF3D7_0504700.1;centrosomal protein CEP120, putative;5;Pf3D7_05_v3:180,421..187,470(+);CEP120;PF3D7_0504700
PF3D7_0504800;PF3D7_0504800.1;conserved Plasmodium protein, unknown function;5;Pf3D7_05_v3:187,813..204,732(-);null;PF3D7_0504800
PF3D7_0504900;PF3D7_0504900.1;conserved protein, unknown function;5;Pf3D7_05_v3:206,450..208,375(+);null;PF3D7_0504900
PF3D7_0505400;PF3D7_0505400.1;conserved protein, unknown function;5;Pf3D7_05_v3:236,143..238,365(-);null;PF3D7_0505400
PF3D7_0505600;PF3D7_0505600.1;conserved protein, unknown function;5;Pf3D7_05_v3:245,933..246,934(+);null;PF3D7_0505600
PF3D7_0505900;PF3D7_0505900.1;mediator of RNA polymerase II transcription subunit 11, putative;5;Pf3D7_05_v3:254,473..255,517(-);MED11;PF3D7_0505900
PF3D7_0506100;PF3D7_0506100.1;60S ribosomal subunit protein L24, putative;5;Pf3D7_05_v3:257,748..258,831(-);null;PF3D7_0506100
PF3D7_0506200;PF3D7_0506200.1;TATA-box-binding protein;5;Pf3D7_05_v3:259,764..260,747(+);TBP;PF3D7_0506200
PF3D7_0506300;PF3D7_0506300.1;conserved protein, unknown function;5;Pf3D7_05_v3:260,961..262,184(-);null;PF3D7_0506300
PF3D7_0506600;PF3D7_0506600.1;histone deacetylase, putative, pseudogene;5;Pf3D7_05_v3:278,774..279,495(-);null;PF3D7_0506600
PF3D7_0506700;PF3D7_0506700.1;GTPase-activating protein, putative;5;Pf3D7_05_v3:280,886..283,345(+);null;PF3D7_0506700
PF3D7_0507100;PF3D7_0507100.1;60S ribosomal protein L4;5;Pf3D7_05_v3:294,668..295,903(-);RPL4;PF3D7_0507100
PF3D7_0507400;PF3D7_0507400.1;conserved Plasmodium protein, unknown function;5;Pf3D7_05_v3:305,961..306,422(-);null;PF3D7_0507400
PF3D7_0507800;PF3D7_0507800.1;conserved protein, unknown function;5;Pf3D7_05_v3:322,239..326,822(+);null;PF3D7_0507800
PF3D7_0508300;PF3D7_0508300.1;triose phosphate transporter;5;Pf3D7_05_v3:342,205..343,233(+);TPT;PF3D7_0508300
PF3D7_0508400;PF3D7_0508400.1;conserved protein, unknown function;5;Pf3D7_05_v3:344,931..346,744(+);null;PF3D7_0508400
PF3D7_0509100;PF3D7_0509100.1;structural maintenance of chromosomes protein 4, putative;5;Pf3D7_05_v3:381,077..386,203(+);SMC4;PF3D7_0509100
PF3D7_0509300;PF3D7_0509300.1;conserved Plasmodium protein, unknown function;5;Pf3D7_05_v3:388,696..389,191(-);null;PF3D7_0509300
PF3D7_0509900;PF3D7_0509900.1;conserved protein, unknown function;5;Pf3D7_05_v3:416,365..417,309(+);null;PF3D7_0509900
PF3D7_0510000;PF3D7_0510000.1;conserved Plasmodium protein, unknown function;5;Pf3D7_05_v3:418,136..421,425(+);null;PF3D7_0510000
PF3D7_0510300;PF3D7_0510300.1;stripes inner membrane complex protein, putative;5;Pf3D7_05_v3:440,779..441,879(-);SIP;PF3D7_0510300
PF3D7_0510400;PF3D7_0510400.1;PDCD2 domain-containing protein, putative;5;Pf3D7_05_v3:444,260..445,579(+);null;PF3D7_0510400
PF3D7_0510800;PF3D7_0510800.1;WD repeat-containing protein, putative;5;Pf3D7_05_v3:461,017..464,399(+);null;PF3D7_0510800
PF3D7_0511200;PF3D7_0511200.1;stearoyl-CoA desaturase;5;Pf3D7_05_v3:471,055..474,058(+);SCD;PF3D7_0511200
PF3D7_0511700;PF3D7_0511700.1;EKC/KEOPS complex subunit CGI121;5;Pf3D7_05_v3:519,129..520,078(+);CGI121;PF3D7_0511700
PF3D7_0512000;PF3D7_0512000.1;prefoldin subunit 6, putative;5;Pf3D7_05_v3:527,639..528,666(+);null;PF3D7_0512000
PF3D7_0512900;PF3D7_0512900.1;AKAP-like protein;5;Pf3D7_05_v3:553,990..554,787(+);AKAL;PF3D7_0512900
PF3D7_0513500;PF3D7_0513500.1;mitochondrial import inner membrane translocase subunit TIM16, putative;5;Pf3D7_05_v3:573,588..574,248(+);PAM16;PF3D7_0513500
PF3D7_0513700;PF3D7_0513700.1;secreted ookinete protein, putative;5;Pf3D7_05_v3:581,227..584,124(+);PSOP12;PF3D7_0513700
PF3D7_0514200;PF3D7_0514200.1;conserved Plasmodium protein, unknown function;5;Pf3D7_05_v3:596,818..599,421(+);null;PF3D7_0514200
PF3D7_0514700;PF3D7_0514700.1;MORN repeat protein, putative;5;Pf3D7_05_v3:610,089..614,771(+);null;PF3D7_0514700
PF3D7_0515700;PF3D7_0515700.1;glideosome-associated protein 40, putative;5;Pf3D7_05_v3:653,966..655,336(-);GAP40;PF3D7_0515700
PF3D7_0516000;PF3D7_0516000.1;RAP protein, putative;5;Pf3D7_05_v3:663,551..666,917(+);null;PF3D7_0516000
PF3D7_0516400;PF3D7_0516400.1;phosducin-like protein 1, putative;5;Pf3D7_05_v3:681,430..682,437(-);PhLP1;PF3D7_0516400
PF3D7_0516900;PF3D7_0516900.1;60S ribosomal protein L2;5;Pf3D7_05_v3:712,762..713,772(-);RPL2;PF3D7_0516900
PF3D7_0517100;PF3D7_0517100.1;conserved protein, unknown function;5;Pf3D7_05_v3:718,425..719,855(-);null;PF3D7_0517100
PF3D7_0517300;PF3D7_0517300.1;serine/arginine-rich splicing factor 1;5;Pf3D7_05_v3:724,681..725,751(-);SR1;PF3D7_0517300
PF3D7_0517800;PF3D7_0517800.1;apicortin, putative;5;Pf3D7_05_v3:745,798..746,634(-);DCX;PF3D7_0517800
PF3D7_0518200;PF3D7_0518200.1;SWIB/MDM2 domain-containing protein;5;Pf3D7_05_v3:758,503..758,898(-);MDM2;PF3D7_0518200
PF3D7_0518800;PF3D7_0518800.1;secreted ookinete protein, putative;5;Pf3D7_05_v3:783,638..784,991(-);PSOP13;PF3D7_0518800
PF3D7_0518900;PF3D7_0518900.1;conserved protein, unknown function;5;Pf3D7_05_v3:785,664..786,565(-);null;PF3D7_0518900
PF3D7_0519600;PF3D7_0519600.1;zinc finger protein, putative;5;Pf3D7_05_v3:812,648..814,915(+);null;PF3D7_0519600
PF3D7_0519700;PF3D7_0519700.1;FoP domain-containing protein, putative;5;Pf3D7_05_v3:817,066..819,139(+);null;PF3D7_0519700
PF3D7_0520000;PF3D7_0520000.1;40S ribosomal protein S9, putative;5;Pf3D7_05_v3:828,953..829,883(+);RPS9;PF3D7_0520000
PF3D7_0520400;PF3D7_0520400.1;single-stranded DNA-binding protein, putative;5;Pf3D7_05_v3:839,655..840,560(-);null;PF3D7_0520400
PF3D7_0520700;PF3D7_0520700.1;CDC73 domain-containing protein, putative;5;Pf3D7_05_v3:845,843..848,767(-);null;PF3D7_0520700
PF3D7_0520800;PF3D7_0520800.1;conserved protein, unknown function;5;Pf3D7_05_v3:849,862..856,026(-);null;PF3D7_0520800
PF3D7_0521000;PF3D7_0521000.1;conserved Plasmodium protein, unknown function;5;Pf3D7_05_v3:859,373..861,063(-);null;PF3D7_0521000
PF3D7_0521200;PF3D7_0521200.1;conserved protein, unknown function;5;Pf3D7_05_v3:868,892..869,878(+);null;PF3D7_0521200
PF3D7_0522200;PF3D7_0522200.1;transcription initiation factor TFIID subunit 10, putative;5;Pf3D7_05_v3:901,414..902,173(+);TAF10;PF3D7_0522200
PF3D7_0522400;PF3D7_0522400.1;conserved Plasmodium protein, unknown function;5;Pf3D7_05_v3:907,837..936,315(+);null;PF3D7_0522400
PF3D7_0522900;PF3D7_0522900.1;zinc finger protein, putative;5;Pf3D7_05_v3:948,951..953,609(+);null;PF3D7_0522900
PF3D7_0523400;PF3D7_0523400.1;DnaJ protein, putative;5;Pf3D7_05_v3:973,518..975,876(+);null;PF3D7_0523400
PF3D7_0523800;PF3D7_0523800.1;divalent metal transporter, putative;5;Pf3D7_05_v3:990,005..992,059(+);null;PF3D7_0523800
PF3D7_0523900;PF3D7_0523900.1;MerC domain-containing protein, putative;5;Pf3D7_05_v3:993,433..994,607(-);null;PF3D7_0523900
PF3D7_0524100;PF3D7_0524100.1;conserved Plasmodium protein, unknown function;5;Pf3D7_05_v3:1,004,237..1,008,108(+);null;PF3D7_0524100
PF3D7_0524400;PF3D7_0524400.1;ribosome-interacting GTPase 1, putative;5;Pf3D7_05_v3:1,013,453..1,014,550(-);RBG1;PF3D7_0524400
PF3D7_0524600;PF3D7_0524600.1;50S ribosomal protein L12, apicoplast, putative;5;Pf3D7_05_v3:1,017,809..1,018,582(+);null;PF3D7_0524600
PF3D7_0525200;PF3D7_0525200.1;structural maintenance of chromosomes protein 6, putative;5;Pf3D7_05_v3:1,045,462..1,051,253(+);SMC6;PF3D7_0525200
PF3D7_0525500;PF3D7_0525500.1;WD repeat-containing protein, putative;5;Pf3D7_05_v3:1,059,918..1,065,509(-);null;PF3D7_0525500
PF3D7_0526300;PF3D7_0526300.1;WD repeat-containing protein 55, putative;5;Pf3D7_05_v3:1,085,623..1,086,594(-);WDR55;PF3D7_0526300
PF3D7_0526400;PF3D7_0526400.1;conserved Plasmodium protein, unknown function;5;Pf3D7_05_v3:1,088,423..1,089,508(+);null;PF3D7_0526400
PF3D7_0526500;PF3D7_0526500.1;conserved Plasmodium protein, unknown function;5;Pf3D7_05_v3:1,090,930..1,095,084(+);null;PF3D7_0526500
PF3D7_0526600;PF3D7_0526600.1;conserved Plasmodium protein, unknown function;5;Pf3D7_05_v3:1,101,203..1,114,777(+);null;PF3D7_0526600
PF3D7_0526700;PF3D7_0526700.1;conserved protein, unknown function;5;Pf3D7_05_v3:1,117,261..1,119,651(-);null;PF3D7_0526700
PF3D7_0527400;PF3D7_0527400.1;conserved Plasmodium protein, unknown function;5;Pf3D7_05_v3:1,140,627..1,141,154(+);null;PF3D7_0527400
PF3D7_0527500;PF3D7_0527500.1;Hsc70-interacting protein;5;Pf3D7_05_v3:1,143,618..1,145,359(+);HIP;PF3D7_0527500
PF3D7_0528000;PF3D7_0528000.1;proteasome maturation factor UMP1, putative;5;Pf3D7_05_v3:1,156,205..1,156,579(-);UMP1;PF3D7_0528000
PF3D7_0528200;PF3D7_0528200.1;eukaryotic translation initiation factor 3 subunit E, putative;5;Pf3D7_05_v3:1,163,408..1,165,072(-);EIF3E;PF3D7_0528200
PF3D7_0529200;PF3D7_0529200.1;sugar transporter, putative;5;Pf3D7_05_v3:1,192,973..1,195,332(+);null;PF3D7_0529200
PF3D7_0530000;PF3D7_0530000.1;conserved Plasmodium protein, unknown function;5;Pf3D7_05_v3:1,224,598..1,224,891(-);null;PF3D7_0530000
PF3D7_0530400;PF3D7_0530400.1;conserved Plasmodium protein, unknown function;5;Pf3D7_05_v3:1,238,633..1,243,987(-);null;PF3D7_0530400
PF3D7_0530600;PF3D7_0530600.1;XAP-5 DNA binding protein, putative;5;Pf3D7_05_v3:1,248,368..1,249,961(-);null;PF3D7_0530600
PF3D7_0530700;PF3D7_0530700.1;conserved Plasmodium protein, unknown function;5;Pf3D7_05_v3:1,250,737..1,254,190(+);null;PF3D7_0530700
PF3D7_0530750;PF3D7_0530750.1;dolichol-phosphate mannosyltransferase subunit 3, putative;5;Pf3D7_05_v3:1,254,282..1,254,796(-);DPM3;PF3D7_0530750
PF3D7_0530800;PF3D7_0530800.1;CPW-WPC family protein;5;Pf3D7_05_v3:1,255,221..1,257,254(+);null;PF3D7_0530800
PF3D7_0531000;PF3D7_0531000.1;SURF1 domain-containing protein, putative;5;Pf3D7_05_v3:1,267,410..1,269,539(+);null;PF3D7_0531000
PF3D7_0531100;PF3D7_0531100.1;conserved Plasmodium protein, unknown function;5;Pf3D7_05_v3:1,270,388..1,278,484(-);null;PF3D7_0531100
PF3D7_0531200;PF3D7_0531200.1;ribosomal protein S16, mitochondrial, putative;5;Pf3D7_05_v3:1,279,958..1,280,599(-);null;PF3D7_0531200
PF3D7_0532400;PF3D7_0532400.1;lysine-rich membrane-associated PHISTb protein;5;Pf3D7_05_v3:1,312,471..1,314,154(+);LyMP;PF3D7_0532400
PF3D7_0532600;PF3D7_0532600.1;Plasmodium exported protein, unknown function;5;Pf3D7_05_v3:1,318,531..1,319,229(-);null;PF3D7_0532600
PF3D7_0532700;PF3D7_0532700.1;erythrocyte membrane protein 1 (PfEMP1), pseudogene;5;Pf3D7_05_v3:1,322,400..1,323,249(-);VAR;PF3D7_0532700
PF3D7_0533000;PF3D7_0533000.1;rifin, pseudogene;5;Pf3D7_05_v3:1,329,555..1,330,808(+);RIF;PF3D7_0533000
PF3D7_0600600;PF3D7_0600600.1;erythrocyte membrane protein 1 (PfEMP1), exon 2;6;Pf3D7_06_v3:29,618..31,484(-);VAR;PF3D7_0600600
PF3D7_0600800;PF3D7_0600800.1;rifin, pseudogene;6;Pf3D7_06_v3:35,355..36,595(-);RIF;PF3D7_0600800
